TOTAL_INPUT_TOKEN: 470830
TOTAL_COMPLETION_TOKENS: 1757
TOTAL_TOKEN: 472587
TOTAL_TOOL_CALL: 0
TOTAL_API_CALLS: 10
TOTAL_USER_INPUT: 470830
developer:
You are a summarizer. Your goal is to summarize results of executed shell commandfollowing 2 simple rules:
1 - If the result of the command is not long, leave it as it is.
2 - If the result of the command is really long you'll have to summarizeit keeping everything that is important
user:
command:{'command': 'dirb http://192.168.1.35/backup/ /usr/share/wordlists/dirb/common.txt'}
result:
-----------------
DIRB v2.22    
By The Dark Raver
-----------------
START_TIME: Mon Apr 14 18:02:46 2025
URL_BASE: http://192.168.1.35/backup/
WORDLIST_FILES: /usr/share/wordlists/dirb/common.txt
-----------------
*** Generating Wordlist...
                                                                               
GENERATED WORDS: 4612
 
--> Testing: http://192.168.1.35/backup/roles
 
--> Testing: http://192.168.1.35/backup/roller
 
--> Testing: http://192.168.1.35/backup/room
 
--> Testing: http://192.168.1.35/backup/root
 
--> Testing: http://192.168.1.35/backup/Root
 
--> Testing: http://192.168.1.35/backup/rorentity
 
--> Testing: http://192.168.1.35/backup/rorindex
 
--> Testing: http://192.168.1.35/backup/rortopics
 
--> Testing: http://192.168.1.35/backup/route
 
--> Testing: http://192.168.1.35/backup/router
 
--> Testing: http://192.168.1.35/backup/routes
 
--> Testing: http://192.168.1.35/backup/rpc
 
--> Testing: http://192.168.1.35/backup/rs
 
--> Testing: http://192.168.1.35/backup/rsa
 
--> Testing: http://192.168.1.35/backup/rss
 
--> Testing: http://192.168.1.35/backup/RSS
 
--> Testing: http://192.168.1.35/backup/rss10
 
--> Testing: http://192.168.1.35/backup/rss2
 
--> Testing: http://192.168.1.35/backup/rss20
 
--> Testing: http://192.168.1.35/backup/rssarticle
 
--> Testing: http://192.168.1.35/backup/rssfeed
 
--> Testing: http://192.168.1.35/backup/rsync
 
--> Testing: http://192.168.1.35/backup/rte
 
--> Testing: http://192.168.1.35/backup/rtf
 
--> Testing: http://192.168.1.35/backup/ru
 
--> Testing: http://192.168.1.35/backup/rub
 
--> Testing: http://192.168.1.35/backup/ruby
 
--> Testing: http://192.168.1.35/backup/rule
 
--> Testing: http://192.168.1.35/backup/rules
 
--> Testing: http://192.168.1.35/backup/run
 
--> Testing: http://192.168.1.35/backup/rus
 
--> Testing: http://192.168.1.35/backup/rwservlet
 
--> Testing: http://192.168.1.35/backup/s
 
--> Testing: http://192.168.1.35/backup/S
 
--> Testing: http://192.168.1.35/backup/s1
 
--> Testing: http://192.168.1.35/backup/sa
 
--> Testing: http://192.168.1.35/backup/safe
 
--> Testing: http://192.168.1.35/backup/safety
 
--> Testing: http://192.168.1.35/backup/sale
 
--> Testing: http://192.168.1.35/backup/sales
 
--> Testing: http://192.168.1.35/backup/salesforce
 
--> Testing: http://192.168.1.35/backup/sam
 
--> Testing: http://192.168.1.35/backup/samba
 
--> Testing: http://192.168.1.35/backup/saml
 
--> Testing: http://192.168.1.35/backup/sample
 
--> Testing: http://192.168.1.35/backup/samples
 
--> Testing: http://192.168.1.35/backup/san
 
--> Testing: http://192.168.1.35/backup/sandbox
 
--> Testing: http://192.168.1.35/backup/sav
 
--> Testing: http://192.168.1.35/backup/save
 
--> Testing: http://192.168.1.35/backup/saved
 
--> Testing: http://192.168.1.35/backup/saves
 
--> Testing: http://192.168.1.35/backup/sb
 
--> Testing: http://192.168.1.35/backup/sbin
 
--> Testing: http://192.168.1.35/backup/sc
 
--> Testing: http://192.168.1.35/backup/scan
 
--> Testing: http://192.168.1.35/backup/scanned
 
--> Testing: http://192.168.1.35/backup/scans
 
--> Testing: http://192.168.1.35/backup/scgi-bin
 
--> Testing: http://192.168.1.35/backup/sched
 
--> Testing: http://192.168.1.35/backup/schedule
 
--> Testing: http://192.168.1.35/backup/scheduled
 
--> Testing: http://192.168.1.35/backup/scheduling
 
--> Testing: http://192.168.1.35/backup/schema
 
--> Testing: http://192.168.1.35/backup/schemas
 
--> Testing: http://192.168.1.35/backup/schemes
 
--> Testing: http://192.168.1.35/backup/school
 
--> Testing: http://192.168.1.35/backup/schools
 
--> Testing: http://192.168.1.35/backup/science
 
--> Testing: http://192.168.1.35/backup/scope
 
--> Testing: http://192.168.1.35/backup/scr
 
--> Testing: http://192.168.1.35/backup/scratc
 
--> Testing: http://192.168.1.35/backup/screen
 
--> Testing: http://192.168.1.35/backup/screens
 
--> Testing: http://192.168.1.35/backup/screenshot
 
--> Testing: http://192.168.1.35/backup/screenshots
 
--> Testing: http://192.168.1.35/backup/script
 
--> Testing: http://192.168.1.35/backup/scripte
 
--> Testing: http://192.168.1.35/backup/scriptlet
 
--> Testing: http://192.168.1.35/backup/scriptlets
 
--> Testing: http://192.168.1.35/backup/scriptlibrary
 
--> Testing: http://192.168.1.35/backup/scriptresource
 
--> Testing: http://192.168.1.35/backup/scripts
 
--> Testing: http://192.168.1.35/backup/Scripts
 
--> Testing: http://192.168.1.35/backup/sd
 
--> Testing: http://192.168.1.35/backup/sdk
 
--> Testing: http://192.168.1.35/backup/se
 
--> Testing: http://192.168.1.35/backup/search
 
--> Testing: http://192.168.1.35/backup/Search
 
--> Testing: http://192.168.1.35/backup/search_result
 
--> Testing: http://192.168.1.35/backup/search_results
 
--> Testing: http://192.168.1.35/backup/searchnx
 
--> Testing: http://192.168.1.35/backup/searchresults
 
--> Testing: http://192.168.1.35/backup/search-results
 
--> Testing: http://192.168.1.35/backup/searchurl
 
--> Testing: http://192.168.1.35/backup/sec
 
--> Testing: http://192.168.1.35/backup/seccode
 
--> Testing: http://192.168.1.35/backup/second
 
--> Testing: http://192.168.1.35/backup/secondary
 
--> Testing: http://192.168.1.35/backup/secret
 
--> Testing: http://192.168.1.35/backup/secrets
 
--> Testing: http://192.168.1.35/backup/section
 
--> Testing: http://192.168.1.35/backup/sections
 
--> Testing: http://192.168.1.35/backup/secure
 
--> Testing: http://192.168.1.35/backup/secure_login
 
--> Testing: http://192.168.1.35/backup/secureauth
 
--> Testing: http://192.168.1.35/backup/secured
 
--> Testing: http://192.168.1.35/backup/secureform
 
--> Testing: http://192.168.1.35/backup/secureprocess
 
--> Testing: http://192.168.1.35/backup/securimage
 
--> Testing: http://192.168.1.35/backup/security
 
--> Testing: http://192.168.1.35/backup/Security
 
--> Testing: http://192.168.1.35/backup/seed
 
--> Testing: http://192.168.1.35/backup/select
 
--> Testing: http://192.168.1.35/backup/selectaddress
 
--> Testing: http://192.168.1.35/backup/selected
 
--> Testing: http://192.168.1.35/backup/selection
 
--> Testing: http://192.168.1.35/backup/self
 
--> Testing: http://192.168.1.35/backup/sell
 
--> Testing: http://192.168.1.35/backup/sem
 
--> Testing: http://192.168.1.35/backup/seminar
 
--> Testing: http://192.168.1.35/backup/seminars
 
--> Testing: http://192.168.1.35/backup/send
 
--> Testing: http://192.168.1.35/backup/send_order
 
--> Testing: http://192.168.1.35/backup/send_pwd
 
--> Testing: http://192.168.1.35/backup/send_to_friend
 
--> Testing: http://192.168.1.35/backup/sendform
 
--> Testing: http://192.168.1.35/backup/sendfriend
 
--> Testing: http://192.168.1.35/backup/sendmail
 
--> Testing: http://192.168.1.35/backup/sendmessage
 
--> Testing: http://192.168.1.35/backup/send-password
 
--> Testing: http://192.168.1.35/backup/sendpm
 
--> Testing: http://192.168.1.35/backup/sendthread
 
--> Testing: http://192.168.1.35/backup/sendto
 
--> Testing: http://192.168.1.35/backup/sendtofriend
 
--> Testing: http://192.168.1.35/backup/sensepost
 
--> Testing: http://192.168.1.35/backup/sensor
 
--> Testing: http://192.168.1.35/backup/sent
 
--> Testing: http://192.168.1.35/backup/seo
 
--> Testing: http://192.168.1.35/backup/serial
 
--> Testing: http://192.168.1.35/backup/serv
 
--> Testing: http://192.168.1.35/backup/serve
 
--> Testing: http://192.168.1.35/backup/server
 
--> Testing: http://192.168.1.35/backup/Server
 
--> Testing: http://192.168.1.35/backup/server_admin_small
 
--> Testing: http://192.168.1.35/backup/server_stats
 
--> Testing: http://192.168.1.35/backup/ServerAdministrator
 
--> Testing: http://192.168.1.35/backup/SERVER-INF
 
--> Testing: http://192.168.1.35/backup/server-info
 
--> Testing: http://192.168.1.35/backup/servers
 
--> Testing: http://192.168.1.35/backup/server-status
 
--> Testing: http://192.168.1.35/backup/service
 
--> Testing: http://192.168.1.35/backup/servicelist
 
--> Testing: http://192.168.1.35/backup/services
 
--> Testing: http://192.168.1.35/backup/Services
 
--> Testing: http://192.168.1.35/backup/servicio
 
--> Testing: http://192.168.1.35/backup/servicios
 
--> Testing: http://192.168.1.35/backup/servlet
 
--> Testing: http://192.168.1.35/backup/Servlet
 
--> Testing: http://192.168.1.35/backup/servlets
 
--> Testing: http://192.168.1.35/backup/Servlets
 
--> Testing: http://192.168.1.35/backup/servlets-examples
 
--> Testing: http://192.168.1.35/backup/sess
 
--> Testing: http://192.168.1.35/backup/session
 
--> Testing: http://192.168.1.35/backup/sessionid
 
--> Testing: http://192.168.1.35/backup/sessionlist
 
--> Testing: http://192.168.1.35/backup/sessions
 
--> Testing: http://192.168.1.35/backup/set
 
--> Testing: http://192.168.1.35/backup/setcurrency
 
--> Testing: http://192.168.1.35/backup/setlocale
 
--> Testing: http://192.168.1.35/backup/setting
 
--> Testing: http://192.168.1.35/backup/settings
 
--> Testing: http://192.168.1.35/backup/setup
 
--> Testing: http://192.168.1.35/backup/setvatsetting
 
--> Testing: http://192.168.1.35/backup/sex
 
--> Testing: http://192.168.1.35/backup/sf
 
--> Testing: http://192.168.1.35/backup/sg
 
--> Testing: http://192.168.1.35/backup/sh
 
--> Testing: http://192.168.1.35/backup/shadow
 
--> Testing: http://192.168.1.35/backup/shaken
 
--> Testing: http://192.168.1.35/backup/share
 
--> Testing: http://192.168.1.35/backup/shared
 
--> Testing: http://192.168.1.35/backup/shares
 
--> Testing: http://192.168.1.35/backup/shell
 
--> Testing: http://192.168.1.35/backup/shim
 
--> Testing: http://192.168.1.35/backup/ship
 
--> Testing: http://192.168.1.35/backup/shipped
 
--> Testing: http://192.168.1.35/backup/shipping
 
--> Testing: http://192.168.1.35/backup/shipping_help
 
--> Testing: http://192.168.1.35/backup/shippinginfo
 
--> Testing: http://192.168.1.35/backup/shipquote
 
--> Testing: http://192.168.1.35/backup/shit
 
--> Testing: http://192.168.1.35/backup/shockwave
 
--> Testing: http://192.168.1.35/backup/shop
 
--> Testing: http://192.168.1.35/backup/shop_closed
 
--> Testing: http://192.168.1.35/backup/shop_content
 
--> Testing: http://192.168.1.35/backup/shopadmin
 
--> Testing: http://192.168.1.35/backup/shopper
 
--> Testing: http://192.168.1.35/backup/shopping
 
--> Testing: http://192.168.1.35/backup/shopping_cart
 
--> Testing: http://192.168.1.35/backup/shoppingcart
 
--> Testing: http://192.168.1.35/backup/shopping-lists
 
--> Testing: http://192.168.1.35/backup/shops
 
--> Testing: http://192.168.1.35/backup/shops_buyaction
 
--> Testing: http://192.168.1.35/backup/shopstat
 
--> Testing: http://192.168.1.35/backup/shopsys
 
--> Testing: http://192.168.1.35/backup/shoutbox
 
--> Testing: http://192.168.1.35/backup/show
 
--> Testing: http://192.168.1.35/backup/show_post
 
--> Testing: http://192.168.1.35/backup/show_thread
 
--> Testing: http://192.168.1.35/backup/showallsites
 
--> Testing: http://192.168.1.35/backup/showcase
 
--> Testing: http://192.168.1.35/backup/showcat
 
--> Testing: http://192.168.1.35/backup/showcode
 
--> Testing: http://192.168.1.35/backup/showenv
 
--> Testing: http://192.168.1.35/backup/showgroups
 
--> Testing: http://192.168.1.35/backup/showjobs
 
--> Testing: http://192.168.1.35/backup/showkey
 
--> Testing: http://192.168.1.35/backup/showlogin
 
--> Testing: http://192.168.1.35/backup/showmap
 
--> Testing: http://192.168.1.35/backup/showmsg
 
--> Testing: http://192.168.1.35/backup/showpost
 
--> Testing: http://192.168.1.35/backup/showroom
 
--> Testing: http://192.168.1.35/backup/shows
 
--> Testing: http://192.168.1.35/backup/showthread
 
--> Testing: http://192.168.1.35/backup/shtml
 
--> Testing: http://192.168.1.35/backup/si
 
--> Testing: http://192.168.1.35/backup/sid
 
--> Testing: http://192.168.1.35/backup/sign
 
--> Testing: http://192.168.1.35/backup/sign_up
 
--> Testing: http://192.168.1.35/backup/signature
 
--> Testing: http://192.168.1.35/backup/signaturepics
 
--> Testing: http://192.168.1.35/backup/signed
 
--> Testing: http://192.168.1.35/backup/signer
 
--> Testing: http://192.168.1.35/backup/signin
 
--> Testing: http://192.168.1.35/backup/signing
 
--> Testing: http://192.168.1.35/backup/signoff
 
--> Testing: http://192.168.1.35/backup/signon
 
--> Testing: http://192.168.1.35/backup/signout
 
--> Testing: http://192.168.1.35/backup/signup
 
--> Testing: http://192.168.1.35/backup/sign-up
 
--> Testing: http://192.168.1.35/backup/simple
 
--> Testing: http://192.168.1.35/backup/simplelogin
 
--> Testing: http://192.168.1.35/backup/simpleLogin
 
--> Testing: http://192.168.1.35/backup/single
 
--> Testing: http://192.168.1.35/backup/single_pages
 
--> Testing: http://192.168.1.35/backup/sink
 
--> Testing: http://192.168.1.35/backup/site
 
--> Testing: http://192.168.1.35/backup/site_map
 
--> Testing: http://192.168.1.35/backup/siteadmin
 
--> Testing: http://192.168.1.35/backup/sitebuilder
 
--> Testing: http://192.168.1.35/backup/sitecore
 
--> Testing: http://192.168.1.35/backup/sitefiles
 
--> Testing: http://192.168.1.35/backup/siteimages
 
--> Testing: http://192.168.1.35/backup/sitemap
 
--> Testing: http://192.168.1.35/backup/site-map
 
--> Testing: http://192.168.1.35/backup/SiteMap
 
--> Testing: http://192.168.1.35/backup/sitemap.gz
 
--> Testing: http://192.168.1.35/backup/sitemap.xml
 
--> Testing: http://192.168.1.35/backup/sitemaps
 
--> Testing: http://192.168.1.35/backup/sitemgr
 
--> Testing: http://192.168.1.35/backup/sites
 
--> Testing: http://192.168.1.35/backup/Sites
 
--> Testing: http://192.168.1.35/backup/SiteScope
 
--> Testing: http://192.168.1.35/backup/sitesearch
 
--> Testing: http://192.168.1.35/backup/SiteServer
 
--> Testing: http://192.168.1.35/backup/sk
 
--> Testing: http://192.168.1.35/backup/skel
 
--> Testing: http://192.168.1.35/backup/skin
 
--> Testing: http://192.168.1.35/backup/skin1
 
--> Testing: http://192.168.1.35/backup/skin1_original
 
--> Testing: http://192.168.1.35/backup/skins
 
--> Testing: http://192.168.1.35/backup/skip
 
--> Testing: http://192.168.1.35/backup/sl
 
--> Testing: http://192.168.1.35/backup/slabel
 
--> Testing: http://192.168.1.35/backup/slashdot
 
--> Testing: http://192.168.1.35/backup/slide_show
 
--> Testing: http://192.168.1.35/backup/slides
 
--> Testing: http://192.168.1.35/backup/slideshow
 
--> Testing: http://192.168.1.35/backup/slimstat
 
--> Testing: http://192.168.1.35/backup/sling
 
--> Testing: http://192.168.1.35/backup/sm
 
--> Testing: http://192.168.1.35/backup/small
 
--> Testing: http://192.168.1.35/backup/smarty
 
--> Testing: http://192.168.1.35/backup/smb
 
--> Testing: http://192.168.1.35/backup/smblogin
 
--> Testing: http://192.168.1.35/backup/smf
 
--> Testing: http://192.168.1.35/backup/smile
 
--> Testing: http://192.168.1.35/backup/smiles
 
--> Testing: http://192.168.1.35/backup/smileys
 
--> Testing: http://192.168.1.35/backup/smilies
 
--> Testing: http://192.168.1.35/backup/sms
 
--> Testing: http://192.168.1.35/backup/smtp
 
--> Testing: http://192.168.1.35/backup/snippets
 
--> Testing: http://192.168.1.35/backup/snoop
 
--> Testing: http://192.168.1.35/backup/snp
 
--> Testing: http://192.168.1.35/backup/so
 
--> Testing: http://192.168.1.35/backup/soap
 
--> Testing: http://192.168.1.35/backup/soapdocs
 
--> Testing: http://192.168.1.35/backup/SOAPMonitor
 
--> Testing: http://192.168.1.35/backup/soaprouter
 
--> Testing: http://192.168.1.35/backup/social
 
--> Testing: http://192.168.1.35/backup/soft
 
--> Testing: http://192.168.1.35/backup/software
 
--> Testing: http://192.168.1.35/backup/Software
 
--> Testing: http://192.168.1.35/backup/sohoadmin
 
--> Testing: http://192.168.1.35/backup/solaris
 
--> Testing: http://192.168.1.35/backup/sold
 
--> Testing: http://192.168.1.35/backup/solution
 
--> Testing: http://192.168.1.35/backup/solutions
 
--> Testing: http://192.168.1.35/backup/solve
 
--> Testing: http://192.168.1.35/backup/solved
 
--> Testing: http://192.168.1.35/backup/somebody
 
--> Testing: http://192.168.1.35/backup/songs
 
--> Testing: http://192.168.1.35/backup/sony
 
--> Testing: http://192.168.1.35/backup/soporte
 
--> Testing: http://192.168.1.35/backup/sort
 
--> Testing: http://192.168.1.35/backup/sound
 
--> Testing: http://192.168.1.35/backup/sounds
 
--> Testing: http://192.168.1.35/backup/source
 
--> Testing: http://192.168.1.35/backup/sources
 
--> Testing: http://192.168.1.35/backup/Sources
 
--> Testing: http://192.168.1.35/backup/sox
 
--> Testing: http://192.168.1.35/backup/sp
 
--> Testing: http://192.168.1.35/backup/space
 
--> Testing: http://192.168.1.35/backup/spacer
 
--> Testing: http://192.168.1.35/backup/spain
 
--> Testing: http://192.168.1.35/backup/spam
 
--> Testing: http://192.168.1.35/backup/spamlog.log
 
+ http://192.168.1.35/backup/spamlog.log (CODE:403|SIZE:277)

 
--> Testing: http://192.168.1.35/backup/spanish
 
--> Testing: http://192.168.1.35/backup/spaw
 
--> Testing: http://192.168.1.35/backup/speakers
 
--> Testing: http://192.168.1.35/backup/spec
 
--> Testing: http://192.168.1.35/backup/special
 
--> Testing: http://192.168.1.35/backup/special_offers
 
--> Testing: http://192.168.1.35/backup/specials
 
--> Testing: http://192.168.1.35/backup/specified
 
--> Testing: http://192.168.1.35/backup/specs
 
--> Testing: http://192.168.1.35/backup/speedtest
 
--> Testing: http://192.168.1.35/backup/spellchecker
 
--> Testing: http://192.168.1.35/backup/sphider
 
--> Testing: http://192.168.1.35/backup/spider
 
--> Testing: http://192.168.1.35/backup/spiders
 
--> Testing: http://192.168.1.35/backup/splash
 
--> Testing: http://192.168.1.35/backup/sponsor
 
--> Testing: http://192.168.1.35/backup/sponsors
 
--> Testing: http://192.168.1.35/backup/spool
 
--> Testing: http://192.168.1.35/backup/sport
 
--> Testing: http://192.168.1.35/backup/sports
 
--> Testing: http://192.168.1.35/backup/Sports
 
--> Testing: http://192.168.1.35/backup/spotlight
 
--> Testing: http://192.168.1.35/backup/spryassets
 
--> Testing: http://192.168.1.35/backup/Spy
 
--> Testing: http://192.168.1.35/backup/spyware
 
--> Testing: http://192.168.1.35/backup/sq
 
--> Testing: http://192.168.1.35/backup/sql
 
--> Testing: http://192.168.1.35/backup/SQL
 
--> Testing: http://192.168.1.35/backup/sqladmin
 
--> Testing: http://192.168.1.35/backup/sql-admin
 
--> Testing: http://192.168.1.35/backup/sqlmanager
 
--> Testing: http://192.168.1.35/backup/sqlnet
 
--> Testing: http://192.168.1.35/backup/sqlweb
 
--> Testing: http://192.168.1.35/backup/squelettes
 
--> Testing: http://192.168.1.35/backup/squelettes-dist
 
--> Testing: http://192.168.1.35/backup/squirrel
 
--> Testing: http://192.168.1.35/backup/squirrelmail
 
--> Testing: http://192.168.1.35/backup/sr
 
--> Testing: http://192.168.1.35/backup/src
 
--> Testing: http://192.168.1.35/backup/srchad
 
--> Testing: http://192.168.1.35/backup/srv
 
--> Testing: http://192.168.1.35/backup/ss
 
--> Testing: http://192.168.1.35/backup/ss_vms_admin_sm
 
--> Testing: http://192.168.1.35/backup/ssfm
 
--> Testing: http://192.168.1.35/backup/ssh
 
--> Testing: http://192.168.1.35/backup/sshadmin
 
--> Testing: http://192.168.1.35/backup/ssi
 
--> Testing: http://192.168.1.35/backup/ssl
 
--> Testing: http://192.168.1.35/backup/ssl_check
 
--> Testing: http://192.168.1.35/backup/sslvpn
 
--> Testing: http://192.168.1.35/backup/ssn
 
--> Testing: http://192.168.1.35/backup/sso
 
--> Testing: http://192.168.1.35/backup/ssp_director
 
--> Testing: http://192.168.1.35/backup/st
 
--> Testing: http://192.168.1.35/backup/stackdump
 
--> Testing: http://192.168.1.35/backup/staff
 
--> Testing: http://192.168.1.35/backup/staff_directory
 
--> Testing: http://192.168.1.35/backup/staffs
 
--> Testing: http://192.168.1.35/backup/stage
 
--> Testing: http://192.168.1.35/backup/staging
 
--> Testing: http://192.168.1.35/backup/stale
 
--> Testing: http://192.168.1.35/backup/standalone
 
--> Testing: http://192.168.1.35/backup/standard
 
--> Testing: http://192.168.1.35/backup/standards
 
--> Testing: http://192.168.1.35/backup/star
 
--> Testing: http://192.168.1.35/backup/staradmin
 
--> Testing: http://192.168.1.35/backup/start
 
--> Testing: http://192.168.1.35/backup/starter
 
--> Testing: http://192.168.1.35/backup/startpage
 
--> Testing: http://192.168.1.35/backup/stat
 
--> Testing: http://192.168.1.35/backup/state
 
--> Testing: http://192.168.1.35/backup/statement
 
--> Testing: http://192.168.1.35/backup/statements
 
--> Testing: http://192.168.1.35/backup/states
 
--> Testing: http://192.168.1.35/backup/static
 
--> Testing: http://192.168.1.35/backup/staticpages
 
--> Testing: http://192.168.1.35/backup/statistic
 
--> Testing: http://192.168.1.35/backup/statistics
 
--> Testing: http://192.168.1.35/backup/Statistics
 
--> Testing: http://192.168.1.35/backup/statistik
 
--> Testing: http://192.168.1.35/backup/stats
 
--> Testing: http://192.168.1.35/backup/Stats
 
--> Testing: http://192.168.1.35/backup/statshistory
 
--> Testing: http://192.168.1.35/backup/status
 
--> Testing: http://192.168.1.35/backup/statusicon
 
--> Testing: http://192.168.1.35/backup/stock
 
--> Testing: http://192.168.1.35/backup/stoneedge
 
--> Testing: http://192.168.1.35/backup/stop
 
--> Testing: http://192.168.1.35/backup/storage
 
--> Testing: http://192.168.1.35/backup/store
 
--> Testing: http://192.168.1.35/backup/store_closed
 
--> Testing: http://192.168.1.35/backup/stored
 
--> Testing: http://192.168.1.35/backup/stores
 
--> Testing: http://192.168.1.35/backup/stories
 
--> Testing: http://192.168.1.35/backup/story
 
--> Testing: http://192.168.1.35/backup/stow
 
--> Testing: http://192.168.1.35/backup/strategy
 
--> Testing: http://192.168.1.35/backup/stream
 
--> Testing: http://192.168.1.35/backup/string
 
--> Testing: http://192.168.1.35/backup/strut
 
--> Testing: http://192.168.1.35/backup/struts
 
--> Testing: http://192.168.1.35/backup/student
 
--> Testing: http://192.168.1.35/backup/students
 
--> Testing: http://192.168.1.35/backup/studio
 
--> Testing: http://192.168.1.35/backup/stuff
 
--> Testing: http://192.168.1.35/backup/style
 
--> Testing: http://192.168.1.35/backup/style_avatars
 
--> Testing: http://192.168.1.35/backup/style_captcha
 
--> Testing: http://192.168.1.35/backup/style_css
 
--> Testing: http://192.168.1.35/backup/style_emoticons
 
--> Testing: http://192.168.1.35/backup/style_images
 
--> Testing: http://192.168.1.35/backup/styles
 
--> Testing: http://192.168.1.35/backup/stylesheet
 
--> Testing: http://192.168.1.35/backup/stylesheets
 
--> Testing: http://192.168.1.35/backup/sub
 
--> Testing: http://192.168.1.35/backup/subdomains
 
--> Testing: http://192.168.1.35/backup/subject
 
--> Testing: http://192.168.1.35/backup/sub-login
 
--> Testing: http://192.168.1.35/backup/submenus
 
--> Testing: http://192.168.1.35/backup/submissions
 
--> Testing: http://192.168.1.35/backup/submit
 
--> Testing: http://192.168.1.35/backup/submitter
 
--> Testing: http://192.168.1.35/backup/subs
 
--> Testing: http://192.168.1.35/backup/subscribe
 
--> Testing: http://192.168.1.35/backup/subscribed
 
--> Testing: http://192.168.1.35/backup/subscriber
 
--> Testing: http://192.168.1.35/backup/subscribers
 
--> Testing: http://192.168.1.35/backup/subscription
 
--> Testing: http://192.168.1.35/backup/subscriptions
 
--> Testing: http://192.168.1.35/backup/success
 
--> Testing: http://192.168.1.35/backup/suche
 
--> Testing: http://192.168.1.35/backup/sucontact
 
--> Testing: http://192.168.1.35/backup/suffix
 
--> Testing: http://192.168.1.35/backup/suggest
 
--> Testing: http://192.168.1.35/backup/suggest-listing
 
--> Testing: http://192.168.1.35/backup/suite
 
--> Testing: http://192.168.1.35/backup/suites
 
--> Testing: http://192.168.1.35/backup/summary
 
--> Testing: http://192.168.1.35/backup/sun
 
--> Testing: http://192.168.1.35/backup/sunos
 
--> Testing: http://192.168.1.35/backup/SUNWmc
 
--> Testing: http://192.168.1.35/backup/super
 
--> Testing: http://192.168.1.35/backup/Super-Admin
 
--> Testing: http://192.168.1.35/backup/supplier
 
--> Testing: http://192.168.1.35/backup/support
 
--> Testing: http://192.168.1.35/backup/Support
 
--> Testing: http://192.168.1.35/backup/support_login
 
--> Testing: http://192.168.1.35/backup/supported
 
--> Testing: http://192.168.1.35/backup/surf
 
--> Testing: http://192.168.1.35/backup/survey
 
--> Testing: http://192.168.1.35/backup/surveys
 
--> Testing: http://192.168.1.35/backup/suspended.page
 
--> Testing: http://192.168.1.35/backup/suupgrade
 
--> Testing: http://192.168.1.35/backup/sv
 
--> Testing: http://192.168.1.35/backup/svc
 
--> Testing: http://192.168.1.35/backup/svn
 
--> Testing: http://192.168.1.35/backup/svn-base
 
--> Testing: http://192.168.1.35/backup/svr
 
--> Testing: http://192.168.1.35/backup/sw
 
--> Testing: http://192.168.1.35/backup/swajax1
 
--> Testing: http://192.168.1.35/backup/swf
 
--> Testing: http://192.168.1.35/backup/swfobject.js
 
--> Testing: http://192.168.1.35/backup/swfs
 
--> Testing: http://192.168.1.35/backup/switch
 
--> Testing: http://192.168.1.35/backup/sws
 
--> Testing: http://192.168.1.35/backup/synapse
 
--> Testing: http://192.168.1.35/backup/sync
 
--> Testing: http://192.168.1.35/backup/synced
 
--> Testing: http://192.168.1.35/backup/syndication
 
--> Testing: http://192.168.1.35/backup/sys
 
--> Testing: http://192.168.1.35/backup/sysadmin
 
--> Testing: http://192.168.1.35/backup/sys-admin
 
--> Testing: http://192.168.1.35/backup/SysAdmin
 
--> Testing: http://192.168.1.35/backup/sysadmin2
 
--> Testing: http://192.168.1.35/backup/SysAdmin2
 
--> Testing: http://192.168.1.35/backup/sysadmins
 
--> Testing: http://192.168.1.35/backup/sysmanager
 
--> Testing: http://192.168.1.35/backup/system
 
--> Testing: http://192.168.1.35/backup/system_admin
 
--> Testing: http://192.168.1.35/backup/system_administration
 
--> Testing: http://192.168.1.35/backup/system_web
 
--> Testing: http://192.168.1.35/backup/system-admin
 
--> Testing: http://192.168.1.35/backup/system-administration
 
--> Testing: http://192.168.1.35/backup/systems
 
--> Testing: http://192.168.1.35/backup/sysuser
 
--> Testing: http://192.168.1.35/backup/szukaj
 
--> Testing: http://192.168.1.35/backup/t
 
--> Testing: http://192.168.1.35/backup/T
 
--> Testing: http://192.168.1.35/backup/t1
 
--> Testing: http://192.168.1.35/backup/t3lib
 
--> Testing: http://192.168.1.35/backup/table
 
--> Testing: http://192.168.1.35/backup/tabs
 
--> Testing: http://192.168.1.35/backup/tag
 
--> Testing: http://192.168.1.35/backup/tagline
 
--> Testing: http://192.168.1.35/backup/tags
 
--> Testing: http://192.168.1.35/backup/tail
 
--> Testing: http://192.168.1.35/backup/talk
 
--> Testing: http://192.168.1.35/backup/talks
 
--> Testing: http://192.168.1.35/backup/tape
 
--> Testing: http://192.168.1.35/backup/tapes
 
--> Testing: http://192.168.1.35/backup/tapestry
 
--> Testing: http://192.168.1.35/backup/tar
 
--> Testing: http://192.168.1.35/backup/tar.bz2
 
--> Testing: http://192.168.1.35/backup/tar.gz
 
--> Testing: http://192.168.1.35/backup/target
 
--> Testing: http://192.168.1.35/backup/tartarus
 
--> Testing: http://192.168.1.35/backup/task
 
--> Testing: http://192.168.1.35/backup/tasks
 
--> Testing: http://192.168.1.35/backup/taxonomy
 
--> Testing: http://192.168.1.35/backup/tb
 
--> Testing: http://192.168.1.35/backup/tcl
 
--> Testing: http://192.168.1.35/backup/te
 
--> Testing: http://192.168.1.35/backup/team
 
